"","qweek","vac_1","age","gender","country","Age_groups","agegroup_fct","Vaccine_fct"
"8956","week 21","3",47,"Male","Norway",4,"45-54","Neutral/no opinion"
"8957","week 21","1",69,"Female","Norway",6,"65+","Strongly agree"
"8958","week 21","1",69,"Female","Norway",6,"65+","Strongly agree"
"8959","week 21","4",40,"Male","Norway",3,"35-44","Somewhat disagree"
"8960","week 21","1",77,"Female","Norway",6,"65+","Strongly agree"
"8961","week 21","2",42,"Male","Norway",3,"35-44","Somewhat agree"
"8962","week 21","1",66,"Female","Norway",6,"65+","Strongly agree"
"8963","week 21","3",72,"Female","Norway",6,"65+","Neutral/no opinion"
"8964","week 21","1",68,"Female","Norway",6,"65+","Strongly agree"
"8965","week 21","3",61,"Female","Norway",5,"55-64","Neutral/no opinion"
"8966","week 21","5",67,"Female","Norway",6,"65+","Strongly disagree"
"8967","week 21","4",72,"Female","Norway",6,"65+","Somewhat disagree"
"8968","week 21","1",65,"Female","Norway",6,"65+","Strongly agree"
"8969","week 21","1",70,"Female","Norway",6,"65+","Strongly agree"
"8970","week 21","1",62,"Female","Norway",5,"55-64","Strongly agree"
"8971","week 21","1",65,"Female","Norway",6,"65+","Strongly agree"
"8972","week 21","5",64,"Female","Norway",5,"55-64","Strongly disagree"
"8973","week 21","1",62,"Female","Norway",5,"55-64","Strongly agree"
"8974","week 21","1",72,"Female","Norway",6,"65+","Strongly agree"
"8975","week 21","1",69,"Female","Norway",6,"65+","Strongly agree"
"8976","week 21","5",63,"Female","Norway",5,"55-64","Strongly disagree"
"8977","week 21","1",71,"Female","Norway",6,"65+","Strongly agree"
"8978","week 21","5",61,"Female","Norway",5,"55-64","Strongly disagree"
"8979","week 21","1",66,"Female","Norway",6,"65+","Strongly agree"
"8980","week 21","1",70,"Female","Norway",6,"65+","Strongly agree"
"8981","week 21","1",67,"Female","Norway",6,"65+","Strongly agree"
"8982","week 21","3",29,"Male","Norway",2,"25-34","Neutral/no opinion"
"8983","week 21","2",20,"Male","Norway",1,"18-24","Somewhat agree"
"8984","week 21","3",64,"Female","Norway",5,"55-64","Neutral/no opinion"
"8985","week 21","4",42,"Male","Norway",3,"35-44","Somewhat disagree"
"8986","week 21","4",27,"Female","Norway",2,"25-34","Somewhat disagree"
"8987","week 21","1",79,"Male","Norway",6,"65+","Strongly agree"
"8988","week 21","4",19,"Female","Norway",1,"18-24","Somewhat disagree"
"8989","week 21","1",47,"Female","Norway",4,"45-54","Strongly agree"
"8990","week 21","5",32,"Male","Norway",2,"25-34","Strongly disagree"
"8991","week 21","5",63,"Male","Norway",5,"55-64","Strongly disagree"
"8992","week 21","5",20,"Female","Norway",1,"18-24","Strongly disagree"
"8993","week 21","1",56,"Male","Norway",5,"55-64","Strongly agree"
"8994","week 21","2",41,"Male","Norway",3,"35-44","Somewhat agree"
"8995","week 21","1",57,"Male","Norway",5,"55-64","Strongly agree"
"8996","week 21","5",56,"Female","Norway",5,"55-64","Strongly disagree"
"8997","week 21","3",35,"Female","Norway",3,"35-44","Neutral/no opinion"
"8998","week 21","1",68,"Male","Norway",6,"65+","Strongly agree"
"8999","week 20","5",57,"Female","Singapore",5,"55-64","Strongly disagree"
"9000","week 20","5",63,"Female","Singapore",5,"55-64","Strongly disagree"
"9001","week 20","3",36,"Male","Singapore",3,"35-44","Neutral/no opinion"
"9002","week 20","5",28,"Female","Singapore",2,"25-34","Strongly disagree"
"9003","week 20","5",57,"Female","Singapore",5,"55-64","Strongly disagree"
"9004","week 20","3",57,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9005","week 20","3",66,"Male","Singapore",6,"65+","Neutral/no opinion"
"9006","week 20","4",20,"Female","Singapore",1,"18-24","Somewhat disagree"
"9007","week 20","2",61,"Female","Singapore",5,"55-64","Somewhat agree"
"9008","week 20","5",67,"Male","Singapore",6,"65+","Strongly disagree"
"9009","week 20","3",58,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9010","week 20","3",21,"Female","Singapore",1,"18-24","Neutral/no opinion"
"9011","week 20","3",26,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9012","week 20","3",62,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9013","week 20","4",57,"Male","Singapore",5,"55-64","Somewhat disagree"
"9014","week 20","2",30,"Female","Singapore",2,"25-34","Somewhat agree"
"9015","week 20","2",65,"Male","Singapore",6,"65+","Somewhat agree"
"9016","week 20","5",34,"Male","Singapore",2,"25-34","Strongly disagree"
"9017","week 20","3",51,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9018","week 20","3",45,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9019","week 20","4",27,"Male","Singapore",2,"25-34","Somewhat disagree"
"9020","week 20","3",23,"Female","Singapore",1,"18-24","Neutral/no opinion"
"9021","week 20","1",42,"Female","Singapore",3,"35-44","Strongly agree"
"9022","week 20","3",38,"Male","Singapore",3,"35-44","Neutral/no opinion"
"9023","week 20","2",47,"Female","Singapore",4,"45-54","Somewhat agree"
"9024","week 20","3",44,"Male","Singapore",3,"35-44","Neutral/no opinion"
"9025","week 20","1",40,"Female","Singapore",3,"35-44","Strongly agree"
"9026","week 20","2",56,"Female","Singapore",5,"55-64","Somewhat agree"
"9027","week 20","3",46,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9028","week 20","4",57,"Female","Singapore",5,"55-64","Somewhat disagree"
"9029","week 20","1",53,"Male","Singapore",4,"45-54","Strongly agree"
"9030","week 20","3",38,"Female","Singapore",3,"35-44","Neutral/no opinion"
"9031","week 20","4",62,"Male","Singapore",5,"55-64","Somewhat disagree"
"9032","week 20","2",65,"Male","Singapore",6,"65+","Somewhat agree"
"9033","week 20","3",72,"Male","Singapore",6,"65+","Neutral/no opinion"
"9034","week 20","2",79,"Male","Singapore",6,"65+","Somewhat agree"
"9035","week 20","4",66,"Male","Singapore",6,"65+","Somewhat disagree"
"9036","week 20","3",25,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9037","week 20","5",38,"Male","Singapore",3,"35-44","Strongly disagree"
"9038","week 20","3",47,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9039","week 20","5",65,"Male","Singapore",6,"65+","Strongly disagree"
"9040","week 20","3",48,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9041","week 20","2",58,"Male","Singapore",5,"55-64","Somewhat agree"
"9042","week 20","1",69,"Female","Singapore",6,"65+","Strongly agree"
"9043","week 20","1",46,"Male","Singapore",4,"45-54","Strongly agree"
"9044","week 20","1",67,"Male","Singapore",6,"65+","Strongly agree"
"9045","week 20","1",23,"Male","Singapore",1,"18-24","Strongly agree"
"9046","week 20","2",37,"Female","Singapore",3,"35-44","Somewhat agree"
"9047","week 20","4",59,"Female","Singapore",5,"55-64","Somewhat disagree"
"9048","week 20","2",26,"Male","Singapore",2,"25-34","Somewhat agree"
"9049","week 20","3",72,"Female","Singapore",6,"65+","Neutral/no opinion"
"9050","week 20","2",69,"Male","Singapore",6,"65+","Somewhat agree"
"9051","week 20","2",29,"Female","Singapore",2,"25-34","Somewhat agree"
"9052","week 20","4",21,"Female","Singapore",1,"18-24","Somewhat disagree"
"9053","week 20","2",26,"Male","Singapore",2,"25-34","Somewhat agree"
"9054","week 20","3",60,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9055","week 20","3",61,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9056","week 20","3",46,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9057","week 20","3",31,"Male","Singapore",2,"25-34","Neutral/no opinion"
"9058","week 20","3",65,"Female","Singapore",6,"65+","Neutral/no opinion"
"9059","week 20","4",66,"Female","Singapore",6,"65+","Somewhat disagree"
"9060","week 20","5",68,"Male","Singapore",6,"65+","Strongly disagree"
"9061","week 20","4",43,"Female","Singapore",3,"35-44","Somewhat disagree"
"9062","week 20","2",29,"Female","Singapore",2,"25-34","Somewhat agree"
"9063","week 20","3",64,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9064","week 20","3",30,"Male","Singapore",2,"25-34","Neutral/no opinion"
"9065","week 20","3",51,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9066","week 20","3",26,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9067","week 20","4",53,"Male","Singapore",4,"45-54","Somewhat disagree"
"9068","week 20","1",48,"Male","Singapore",4,"45-54","Strongly agree"
"9069","week 20","1",51,"Female","Singapore",4,"45-54","Strongly agree"
"9070","week 20","5",73,"Female","Singapore",6,"65+","Strongly disagree"
"9071","week 20","3",63,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9072","week 20","2",41,"Male","Singapore",3,"35-44","Somewhat agree"
"9073","week 20","4",25,"Male","Singapore",2,"25-34","Somewhat disagree"
"9074","week 20","4",26,"Male","Singapore",2,"25-34","Somewhat disagree"
"9075","week 20","4",33,"Male","Singapore",2,"25-34","Somewhat disagree"
"9076","week 20","5",27,"Female","Singapore",2,"25-34","Strongly disagree"
"9077","week 20","5",46,"Female","Singapore",4,"45-54","Strongly disagree"
"9078","week 20","2",65,"Female","Singapore",6,"65+","Somewhat agree"
"9079","week 20","4",20,"Female","Singapore",1,"18-24","Somewhat disagree"
"9080","week 20","3",24,"Female","Singapore",1,"18-24","Neutral/no opinion"
"9081","week 20","5",46,"Male","Singapore",4,"45-54","Strongly disagree"
"9082","week 20","1",46,"Female","Singapore",4,"45-54","Strongly agree"
"9083","week 20","1",52,"Female","Singapore",4,"45-54","Strongly agree"
"9084","week 20","3",55,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9085","week 20","2",43,"Male","Singapore",3,"35-44","Somewhat agree"
"9086","week 20","3",44,"Male","Singapore",3,"35-44","Neutral/no opinion"
"9087","week 20","3",36,"Male","Singapore",3,"35-44","Neutral/no opinion"
"9088","week 20","2",60,"Female","Singapore",5,"55-64","Somewhat agree"
"9089","week 20","3",45,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9090","week 20","2",64,"Male","Singapore",5,"55-64","Somewhat agree"
"9091","week 20","5",57,"Male","Singapore",5,"55-64","Strongly disagree"
"9092","week 20","2",67,"Female","Singapore",6,"65+","Somewhat agree"
"9093","week 20","1",51,"Male","Singapore",4,"45-54","Strongly agree"
"9094","week 20","4",78,"Male","Singapore",6,"65+","Somewhat disagree"
"9095","week 20","4",39,"Male","Singapore",3,"35-44","Somewhat disagree"
"9096","week 20","3",75,"Male","Singapore",6,"65+","Neutral/no opinion"
"9097","week 20","1",53,"Female","Singapore",4,"45-54","Strongly agree"
"9098","week 20","1",49,"Male","Singapore",4,"45-54","Strongly agree"
"9099","week 20","4",49,"Male","Singapore",4,"45-54","Somewhat disagree"
"9100","week 20","2",20,"Male","Singapore",1,"18-24","Somewhat agree"
"9101","week 20","3",47,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9102","week 20","5",44,"Male","Singapore",3,"35-44","Strongly disagree"
"9103","week 20","2",38,"Female","Singapore",3,"35-44","Somewhat agree"
"9104","week 20","5",37,"Female","Singapore",3,"35-44","Strongly disagree"
"9105","week 20","3",39,"Male","Singapore",3,"35-44","Neutral/no opinion"
"9106","week 20","3",34,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9107","week 20","3",31,"Male","Singapore",2,"25-34","Neutral/no opinion"
"9108","week 20","3",44,"Male","Singapore",3,"35-44","Neutral/no opinion"
"9109","week 20","3",33,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9110","week 20","2",43,"Female","Singapore",3,"35-44","Somewhat agree"
"9111","week 20","1",48,"Male","Singapore",4,"45-54","Strongly agree"
"9112","week 20","1",45,"Male","Singapore",4,"45-54","Strongly agree"
"9113","week 20","3",42,"Female","Singapore",3,"35-44","Neutral/no opinion"
"9114","week 20","1",32,"Female","Singapore",2,"25-34","Strongly agree"
"9115","week 20","2",45,"Male","Singapore",4,"45-54","Somewhat agree"
"9116","week 20","2",30,"Female","Singapore",2,"25-34","Somewhat agree"
"9117","week 20","2",56,"Male","Singapore",5,"55-64","Somewhat agree"
"9118","week 20","1",46,"Male","Singapore",4,"45-54","Strongly agree"
"9119","week 20","2",42,"Male","Singapore",3,"35-44","Somewhat agree"
"9120","week 20","5",26,"Female","Singapore",2,"25-34","Strongly disagree"
"9121","week 20","5",33,"Male","Singapore",2,"25-34","Strongly disagree"
"9122","week 20","1",46,"Female","Singapore",4,"45-54","Strongly agree"
"9123","week 20","5",44,"Male","Singapore",3,"35-44","Strongly disagree"
"9124","week 20","1",68,"Male","Singapore",6,"65+","Strongly agree"
"9125","week 20","1",49,"Female","Singapore",4,"45-54","Strongly agree"
"9126","week 20","1",22,"Male","Singapore",1,"18-24","Strongly agree"
"9127","week 20","5",31,"Female","Singapore",2,"25-34","Strongly disagree"
"9128","week 20","1",54,"Male","Singapore",4,"45-54","Strongly agree"
"9129","week 20","1",29,"Female","Singapore",2,"25-34","Strongly agree"
"9130","week 20","3",33,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9131","week 20","3",52,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9132","week 20","3",58,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9133","week 20","3",46,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9134","week 20","5",47,"Female","Singapore",4,"45-54","Strongly disagree"
"9135","week 20","1",42,"Male","Singapore",3,"35-44","Strongly agree"
"9136","week 20","3",53,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9137","week 20","3",22,"Male","Singapore",1,"18-24","Neutral/no opinion"
"9138","week 20","3",54,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9139","week 20","3",31,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9140","week 20","3",50,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9141","week 20","3",36,"Female","Singapore",3,"35-44","Neutral/no opinion"
"9142","week 20","3",33,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9143","week 20","5",52,"Male","Singapore",4,"45-54","Strongly disagree"
"9144","week 20","5",35,"Male","Singapore",3,"35-44","Strongly disagree"
"9145","week 20","2",65,"Female","Singapore",6,"65+","Somewhat agree"
"9146","week 20","3",26,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9147","week 20","1",38,"Female","Singapore",3,"35-44","Strongly agree"
"9148","week 20","3",48,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9149","week 20","2",35,"Male","Singapore",3,"35-44","Somewhat agree"
"9150","week 20","1",37,"Female","Singapore",3,"35-44","Strongly agree"
"9151","week 20","3",26,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9152","week 20","4",20,"Male","Singapore",1,"18-24","Somewhat disagree"
"9153","week 20","3",49,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9154","week 20","1",43,"Female","Singapore",3,"35-44","Strongly agree"
"9155","week 20","3",53,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9156","week 20","3",28,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9157","week 20","4",33,"Female","Singapore",2,"25-34","Somewhat disagree"
"9158","week 20","3",32,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9159","week 20","5",35,"Female","Singapore",3,"35-44","Strongly disagree"
"9160","week 20","4",39,"Male","Singapore",3,"35-44","Somewhat disagree"
"9161","week 20","1",41,"Female","Singapore",3,"35-44","Strongly agree"
"9162","week 20","1",65,"Male","Singapore",6,"65+","Strongly agree"
"9163","week 20","5",22,"Male","Singapore",1,"18-24","Strongly disagree"
"9164","week 20","5",34,"Male","Singapore",2,"25-34","Strongly disagree"
"9165","week 20","3",51,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9166","week 20","1",34,"Female","Singapore",2,"25-34","Strongly agree"
"9167","week 20","4",27,"Male","Singapore",2,"25-34","Somewhat disagree"
"9168","week 20","2",45,"Male","Singapore",4,"45-54","Somewhat agree"
"9169","week 20","5",39,"Male","Singapore",3,"35-44","Strongly disagree"
"9170","week 20","3",19,"Female","Singapore",1,"18-24","Neutral/no opinion"
"9171","week 20","5",43,"Male","Singapore",3,"35-44","Strongly disagree"
"9172","week 20","5",49,"Female","Singapore",4,"45-54","Strongly disagree"
"9173","week 20","3",58,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9174","week 20","1",35,"Female","Singapore",3,"35-44","Strongly agree"
"9175","week 20","4",34,"Male","Singapore",2,"25-34","Somewhat disagree"
"9176","week 20","3",73,"Male","Singapore",6,"65+","Neutral/no opinion"
"9177","week 20","5",61,"Male","Singapore",5,"55-64","Strongly disagree"
"9178","week 20","1",56,"Female","Singapore",5,"55-64","Strongly agree"
"9179","week 20","3",36,"Male","Singapore",3,"35-44","Neutral/no opinion"
"9180","week 20","3",58,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9181","week 20","1",67,"Female","Singapore",6,"65+","Strongly agree"
"9182","week 20","2",60,"Female","Singapore",5,"55-64","Somewhat agree"
"9183","week 20","1",56,"Female","Singapore",5,"55-64","Strongly agree"
"9184","week 20","1",56,"Female","Singapore",5,"55-64","Strongly agree"
"9185","week 20","2",72,"Male","Singapore",6,"65+","Somewhat agree"
"9186","week 20","1",74,"Female","Singapore",6,"65+","Strongly agree"
"9187","week 20","3",67,"Female","Singapore",6,"65+","Neutral/no opinion"
"9188","week 20","3",26,"Female","Singapore",2,"25-34","Neutral/no opinion"
"9189","week 20","1",28,"Female","Singapore",2,"25-34","Strongly agree"
"9190","week 20","4",38,"Female","Singapore",3,"35-44","Somewhat disagree"
"9191","week 20","5",42,"Female","Singapore",3,"35-44","Strongly disagree"
"9192","week 20","2",27,"Female","Singapore",2,"25-34","Somewhat agree"
"9193","week 20","5",29,"Male","Singapore",2,"25-34","Strongly disagree"
"9194","week 20","1",41,"Female","Singapore",3,"35-44","Strongly agree"
"9195","week 20","3",37,"Female","Singapore",3,"35-44","Neutral/no opinion"
"9196","week 20","5",38,"Female","Singapore",3,"35-44","Strongly disagree"
"9197","week 20","5",59,"Female","Singapore",5,"55-64","Strongly disagree"
"9198","week 20","3",38,"Female","Singapore",3,"35-44","Neutral/no opinion"
"9199","week 20","3",55,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9200","week 20","4",36,"Female","Singapore",3,"35-44","Somewhat disagree"
"9201","week 20","4",42,"Female","Singapore",3,"35-44","Somewhat disagree"
"9202","week 20","3",55,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9203","week 20","5",35,"Female","Singapore",3,"35-44","Strongly disagree"
"9204","week 20","2",44,"Male","Singapore",3,"35-44","Somewhat agree"
"9205","week 20","4",44,"Male","Singapore",3,"35-44","Somewhat disagree"
"9206","week 20","2",68,"Female","Singapore",6,"65+","Somewhat agree"
